; ------------------------------------------------
; |       SCELBI'S GALAXY GAME       |
; |           FOR THE 8080           |
; ------------------------------------------------
+ Print Program Bytes and description.
++ Address:16-bit bytes       databyte :hex:oct > description
++    3250:00001100 10110010: 11011010 : DA:332 > opcode: jc NE
++    3251:00001100 10110011: 11001101 : CD:315 > lb: 205
++    3252:00001100 10110100: 00001100 : 0C:014 > hb: 12
++    3253:00001100 10110101: 11001101 : CD:315 > opcode: call FMSD
++    3254:00001100 10110110: 01111101 : 7D:175 > lb: 125
++    3255:00001100 10110111: 00001001 : 09:011 > hb: 9
++    3256:00001100 10111000: 11001101 : CD:315 > opcode: call TOMN
++    3257:00001100 10111001: 01100100 : 64:144 > lb: 100
++    3258:00001100 10111010: 00001001 : 09:011 > hb: 9
++    3259:00001100 10111011: 11000011 : C3:303 > opcode: jmp CMND
++    3260:00001100 10111100: 00001110 : 0E:016 > lb: 14
++    3261:00001100 10111101: 00001011 : 0B:013 > hb: 11
++    3262:00001100 10111110: 11001101 : CD:315 > opcode: call CKMN
++    3263:00001100 10111111: 10000010 : 82:202 > lb: 130
++    3264:00001100 11000000: 00001001 : 09:011 > hb: 9
++    3265:00001100 11000001: 11011010 : DA:332 > opcode: jc NE
++    3266:00001100 11000010: 11001101 : CD:315 > lb: 205
++    3267:00001100 11000011: 00001100 : 0C:014 > hb: 12
++    3268:00001100 11000100: 11001101 : CD:315 > opcode: call FMMN
++    3269:00001100 11000101: 01110011 : 73:163 > lb: 115
++    3270:00001100 11000110: 00001001 : 09:011 > hb: 9
++    3271:00001100 11000111: 11001101 : CD:315 > opcode: call TOSD
++    3272:00001100 11001000: 01101110 : 6E:156 > lb: 110
++    3273:00001100 11001001: 00001001 : 09:011 > hb: 9
++    3274:00001100 11001010: 11000011 : C3:303 > opcode: jmp CMND
++    3275:00001100 11001011: 00001110 : 0E:016 > lb: 14
++    3276:00001100 11001100: 00001011 : 0B:013 > hb: 11
++    3277:00001100 11001101: 00100001 : 21:041 > opcode: lxi h,MSGNEE
++    3278:00001100 11001110: 01001100 : 4C:114 > lb: 76
++    3279:00001100 11001111: 00000011 : 03:003 > hb: 3
++    3280:00001100 11010000: 11001101 : CD:315 > opcode: call MSG
++    3281:00001100 11010001: 00000000 : 00:000 > lb: 0
++    3282:00001100 11010010: 00000101 : 05:005 > hb: 5
++    3283:00001100 11010011: 11000011 : C3:303 > opcode: jmp CMND
++    3284:00001100 11010100: 00001110 : 0E:016 > lb: 14
++    3285:00001100 11010101: 00001011 : 0B:013 > hb: 11
++    3286:00001100 11010110: 00101110 : 2E:056 > opcode: mvi l,05AH
++    3287:00001100 11010111: 01011010 : 5A:132 > immediate:  05AH : 90
++    3288:00001100 11011000: 01111110 : 7E:176 > opcode: mov a,m
++    3289:00001100 11011001: 10100111 : A7:247 > opcode: ana a
++    3290:00001100 11011010: 11001010 : CA:312 > opcode: jz NTPD
++    3291:00001100 11011011: 01100001 : 61:141 > lb: 97
++    3292:00001100 11011100: 00001101 : 0D:015 > hb: 13
++    3293:00001100 11011101: 00011110 : 1E:036 > opcode: mvi e,250
++    3294:00001100 11011110: 11111010 : FA:372 > immediate:  250 : 250
++    3295:00001100 11011111: 01010100 : 54:124 > opcode: mov d,h
++    3296:00001100 11100000: 11001101 : CD:315 > opcode: call CKMN
++    3297:00001100 11100001: 10000010 : 82:202 > lb: 130
++    3298:00001100 11100010: 00001001 : 09:011 > hb: 9
++    3299:00001100 11100011: 11011010 : DA:332 > opcode: jc NE
++    3300:00001100 11100100: 11001101 : CD:315 > lb: 205
++    3301:00001100 11100101: 00001100 : 0C:014 > hb: 12
++    3302:00001100 11100110: 11001101 : CD:315 > opcode: call FMMN
++    3303:00001100 11100111: 01110011 : 73:163 > lb: 115
++    3304:00001100 11101000: 00001001 : 09:011 > hb: 9
++    3305:00001100 11101001: 00101110 : 2E:056 > opcode: mvi l,05AH
++    3306:00001100 11101010: 01011010 : 5A:132 > immediate:  05AH : 90
++    3307:00001100 11101011: 00110101 : 35:065 > opcode: dcr m
++    3308:00001100 11101100: 00100001 : 21:041 > opcode: lxi h,MSGTTY
++    3309:00001100 11101101: 01100000 : 60:140 > lb: 96
++    3310:00001100 11101110: 00000011 : 03:003 > hb: 3
++    3311:00001100 11101111: 11001101 : CD:315 > opcode: call MSG
++    3312:00001100 11110000: 00000000 : 00:000 > lb: 0
++    3313:00001100 11110001: 00000101 : 05:005 > hb: 5
++    3314:00001100 11110010: 11001101 : CD:315 > opcode: call DRCT
++    3315:00001100 11110011: 00011110 : 1E:036 > lb: 30
++    3316:00001100 11110100: 00001000 : 08:010 > hb: 8
++    3317:00001100 11110101: 11001010 : CA:312 > opcode: jz TR1
++    3318:00001100 11110110: 11101100 : EC:354 > lb: 236
++    3319:00001100 11110111: 00001100 : 0C:014 > hb: 12
++    3320:00001100 11111000: 11001101 : CD:315 > opcode: call ACTV
++    3321:00001100 11111001: 01011101 : 5D:135 > lb: 93
++    3322:00001100 11111010: 00001000 : 08:010 > hb: 8
++    3323:00001100 11111011: 00101110 : 2E:056 > opcode: mvi l,059H
++    3324:00001100 11111100: 01011001 : 59:131 > immediate:  059H : 89
++    3325:00001100 11111101: 01111110 : 7E:176 > opcode: mov a,m
++    3326:00001100 11111110: 00101110 : 2E:056 > opcode: mvi l,02BH
++    3327:00001100 11111111: 00101011 : 2B:053 > immediate:  02BH : 43
++    3328:00001101 00000000: 01110111 : 77:167 > opcode: mov m,a
++    3329:00001101 00000001: 11001101 : CD:315 > opcode: call TRK
++    3330:00001101 00000010: 01110101 : 75:165 > lb: 117
++    3331:00001101 00000011: 00001000 : 08:010 > hb: 8
++    3332:00001101 00000100: 11001010 : CA:312 > opcode: jz QOUT
++    3333:00001101 00000101: 01001100 : 4C:114 > lb: 76
++    3334:00001101 00000110: 00001101 : 0D:015 > hb: 13
++    3335:00001101 00000111: 00101110 : 2E:056 > opcode: mvi l,030H
++    3336:00001101 00001000: 00110000 : 30:060 > immediate:  030H : 48
++    3337:00001101 00001001: 01111110 : 7E:176 > opcode: mov a,m
++    3338:00001101 00001010: 10100111 : A7:247 > opcode: ana a
++    3339:00001101 00001011: 11000010 : C2:302 > opcode: jnz QOUT
++    3340:00001101 00001100: 01001100 : 4C:114 > lb: 76
++    3341:00001101 00001101: 00001101 : 0D:015 > hb: 13
++    3342:00001101 00001110: 11001101 : CD:315 > opcode: call RWCM
++    3343:00001101 00001111: 11101011 : EB:353 > lb: 235
++    3344:00001101 00010000: 00000110 : 06:006 > hb: 6
++    3345:00001101 00010001: 01001000 : 48:110 > opcode: mov c,b
++    3346:00001101 00010010: 00100001 : 21:041 > opcode: lxi h,MSGTRK
++    3347:00001101 00010011: 00011110 : 1E:036 > lb: 30
++    3348:00001101 00010100: 00000100 : 04:004 > hb: 4
++    3349:00001101 00010101: 11001101 : CD:315 > opcode: call T1
++    3350:00001101 00010110: 01011110 : 5E:136 > lb: 94
++    3351:00001101 00010111: 00000110 : 06:006 > hb: 6
++    3352:00001101 00011000: 00101110 : 2E:056 > opcode: mvi l,012H
++    3353:00001101 00011001: 00010010 : 12:022 > immediate:  012H : 18
++    3354:00001101 00011010: 11001101 : CD:315 > opcode: call CMSG
++    3355:00001101 00011011: 00000111 : 07:007 > lb: 7
++    3356:00001101 00011100: 00001000 : 08:010 > hb: 8
++    3357:00001101 00011101: 01000001 : 41:101 > opcode: mov b,c
++    3358:00001101 00011110: 11001101 : CD:315 > opcode: call MATCH
++    3359:00001101 00011111: 01100010 : 62:142 > lb: 98
++    3360:00001101 00100000: 00000111 : 07:007 > hb: 7
++    3361:00001101 00100001: 11001010 : CA:312 > opcode: jz HIT
++    3362:00001101 00100010: 00101110 : 2E:056 > lb: 46
++    3363:00001101 00100011: 00001101 : 0D:015 > hb: 13
++    3364:00001101 00100100: 00101110 : 2E:056 > opcode: mvi l,028H
++    3365:00001101 00100101: 00101000 : 28:050 > immediate:  028H : 40
++    3366:00001101 00100110: 01011110 : 5E:136 > opcode: mov e,m
++    3367:00001101 00100111: 00101100 : 2C:054 > opcode: inr l
++    3368:00001101 00101000: 01010110 : 56:126 > opcode: mov d,m
++    3369:00001101 00101001: 00101100 : 2C:054 > opcode: inr l
++    3370:00001101 00101010: 01001110 : 4E:116 > opcode: mov c,m
++    3371:00001101 00101011: 11000011 : C3:303 > opcode: jmp TR2
++    3372:00001101 00101100: 00000001 : 01:001 > lb: 1
++    3373:00001101 00101101: 00001101 : 0D:015 > hb: 13
++    3374:00001101 00101110: 01111101 : 7D:175 > opcode: mov a,l
++    3375:00001101 00101111: 11111110 : FE:376 > opcode: cpi 04BH
++    3376:00001101 00110000: 01001011 : 4B:113 > immediate:  04BH : 75
++    3377:00001101 00110001: 11011010 : DA:332 > opcode: jc QOUT
++    3378:00001101 00110010: 01001100 : 4C:114 > lb: 76
++    3379:00001101 00110011: 00001101 : 0D:015 > hb: 13
++    3380:00001101 00110100: 11001010 : CA:312 > opcode: jz SSTA
++    3381:00001101 00110101: 01000011 : 43:103 > lb: 67
++    3382:00001101 00110110: 00001101 : 0D:015 > hb: 13
++    3383:00001101 00110111: 11001101 : CD:315 > opcode: call DLET
++    3384:00001101 00111000: 11101010 : EA:352 > lb: 234
++    3385:00001101 00111001: 00000111 : 07:007 > hb: 7
++    3386:00001101 00111010: 00100001 : 21:041 > opcode: lxi h,MSGASD
++    3387:00001101 00111011: 01111111 : 7F:177 > lb: 127
++    3388:00001101 00111100: 00000011 : 03:003 > hb: 3
++    3389:00001101 00111101: 11001101 : CD:315 > opcode: call MSG
++    3390:00001101 00111110: 00000000 : 00:000 > lb: 0
++    3391:00001101 00111111: 00000101 : 05:005 > hb: 5
++    3392:00001101 01000000: 11000011 : C3:303 > opcode: jmp CMND
++    3393:00001101 01000001: 00001110 : 0E:016 > lb: 14
++    3394:00001101 01000010: 00001011 : 0B:013 > hb: 11
++    3395:00001101 01000011: 11001101 : CD:315 > opcode: call DLET
++    3396:00001101 01000100: 11101010 : EA:352 > lb: 234
++    3397:00001101 01000101: 00000111 : 07:007 > hb: 7
++    3398:00001101 01000110: 00100001 : 21:041 > opcode: lxi h,MSGSSD
++    3399:00001101 01000111: 10111010 : BA:272 > lb: 186
++    3400:00001101 01001000: 00000011 : 03:003 > hb: 3
++    3401:00001101 01001001: 11001101 : CD:315 > opcode: call MSG
++    3402:00001101 01001010: 00000000 : 00:000 > lb: 0
++    3403:00001101 01001011: 00000101 : 05:005 > hb: 5
++    3404:00001101 01001100: 00100001 : 21:041 > opcode: lxi h,MSGYMA
++    3405:00001101 01001101: 10010110 : 96:226 > lb: 150
++    3406:00001101 01001110: 00000011 : 03:003 > hb: 3
++    3407:00001101 01001111: 11001101 : CD:315 > opcode: call CMSG
++    3408:00001101 01010000: 00000111 : 07:007 > lb: 7
++    3409:00001101 01010001: 00001000 : 08:010 > hb: 8
++    3410:00001101 01010010: 00011110 : 1E:036 > opcode: mvi e,200
++    3411:00001101 01010011: 11001000 : C8:310 > immediate:  200 : 200
++    3412:00001101 01010100: 01010100 : 54:124 > opcode: mov d,h
++    3413:00001101 01010101: 11001101 : CD:315 > opcode: call ELOS
++    3414:00001101 01010110: 10000011 : 83:203 > lb: 131
++    3415:00001101 01010111: 00000111 : 07:007 > hb: 7
++    3416:00001101 01011000: 00101110 : 2E:056 > opcode: mvi l,02BH
++    3417:00001101 01011001: 00101011 : 2B:053 > immediate:  02BH : 43
++    3418:00001101 01011010: 01111110 : 7E:176 > opcode: mov a,m
++    3419:00001101 01011011: 00101110 : 2E:056 > opcode: mvi l,059H
++    3420:00001101 01011100: 01011001 : 59:131 > immediate:  059H : 89
++    3421:00001101 01011101: 01110111 : 77:167 > opcode: mov m,a
++    3422:00001101 01011110: 11000011 : C3:303 > opcode: jmp CMND
++    3423:00001101 01011111: 00001110 : 0E:016 > lb: 14
++    3424:00001101 01100000: 00001011 : 0B:013 > hb: 11
++    3425:00001101 01100001: 00100001 : 21:041 > opcode: lxi h,MSGZRO
++    3426:00001101 01100010: 10010110 : 96:226 > lb: 150
++    3427:00001101 01100011: 00000100 : 04:004 > hb: 4
++    3428:00001101 01100100: 11001101 : CD:315 > opcode: call MSG
++    3429:00001101 01100101: 00000000 : 00:000 > lb: 0
++    3430:00001101 01100110: 00000101 : 05:005 > hb: 5
++    3431:00001101 01100111: 11000011 : C3:303 > opcode: jmp CMND
++    3432:00001101 01101000: 00001110 : 0E:016 > lb: 14
++    3433:00001101 01101001: 00001011 : 0B:013 > hb: 11
++    3434:00001101 01101010: 00100001 : 21:041 > opcode: lxi h,MSGPEF
++    3435:00001101 01101011: 00110011 : 33:063 > lb: 51
++    3436:00001101 01101100: 00000100 : 04:004 > hb: 4
++    3437:00001101 01101101: 11001101 : CD:315 > opcode: call MSG
++    3438:00001101 01101110: 00000000 : 00:000 > lb: 0
++    3439:00001101 01101111: 00000101 : 05:005 > hb: 5
++    3440:00001101 01110000: 11001101 : CD:315 > opcode: call EIN
++    3441:00001101 01110001: 11111110 : FE:376 > lb: 254
++    3442:00001101 01110010: 00001000 : 08:010 > hb: 8
++    3443:00001101 01110011: 11111010 : FA:372 > opcode: jm PHSR
++    3444:00001101 01110100: 01101010 : 6A:152 > lb: 106
++    3445:00001101 01110101: 00001101 : 0D:015 > hb: 13
++    3446:00001101 01110110: 11001101 : CD:315 > opcode: call DCBN
++    3447:00001101 01110111: 00100011 : 23:043 > lb: 35
++    3448:00001101 01111000: 00001001 : 09:011 > hb: 9
++    3449:00001101 01111001: 11001101 : CD:315 > opcode: call ELOM
++    3450:00001101 01111010: 11010010 : D2:322 > lb: 210
++    3451:00001101 01111011: 00000111 : 07:007 > hb: 7
++    3452:00001101 01111100: 00101110 : 2E:056 > opcode: mvi l,042H
++    3453:00001101 01111101: 01000010 : 42:102 > immediate:  042H : 66
++    3454:00001101 01111110: 01111110 : 7E:176 > opcode: mov a,m
++    3455:00001101 01111111: 11100110 : E6:346 > opcode: ani 030H
++    3456:00001101 10000000: 00110000 : 30:060 > immediate:  030H : 48
++    3457:00001101 10000001: 11001010 : CA:312 > opcode: jz WASTE
++    3458:00001101 10000010: 11110010 : F2:362 > lb: 242
++    3459:00001101 10000011: 00001000 : 08:010 > hb: 8
++    3460:00001101 10000100: 11001101 : CD:315 > opcode: call ROTR4
++    3461:00001101 10000101: 10100010 : A2:242 > lb: 162
++    3462:00001101 10000110: 00000101 : 05:005 > hb: 5
++    3463:00001101 10000111: 11010110 : D6:326 > opcode: sui 001
++    3464:00001101 10001000: 00000001 : 01:001 > immediate:  001 : 001
++    3465:00001101 10001001: 11001010 : CA:312 > opcode: jz PH1
++    3466:00001101 10001010: 10010000 : 90:220 > lb: 144
++    3467:00001101 10001011: 00001101 : 0D:015 > hb: 13
++    3468:00001101 10001100: 01000111 : 47:107 > opcode: mov b,a
++    3469:00001101 10001101: 11001101 : CD:315 > opcode: call DVD
++    3470:00001101 10001110: 11100110 : E6:346 > lb: 230
++    3471:00001101 10001111: 00001000 : 08:010 > hb: 8
++    3472:00001101 10010000: 00101110 : 2E:056 > opcode: mvi l,05EH
++    3473:00001101 10010001: 01011110 : 5E:136 > immediate:  05EH : 94
++    3474:00001101 10010010: 01110011 : 73:163 > opcode: mov m,e
++    3475:00001101 10010011: 00101100 : 2C:054 > opcode: inr l
++    3476:00001101 10010100: 01110010 : 72:162 > opcode: mov m,d
++    3477:00001101 10010101: 00101110 : 2E:056 > opcode: mvi l,028H
++    3478:00001101 10010110: 00101000 : 28:050 > immediate:  028H : 40
++    3479:00001101 10010111: 01110011 : 73:163 > opcode: mov m,e
++    3480:00001101 10011000: 00101100 : 2C:054 > opcode: inr l
++    3481:00001101 10011001: 01110010 : 72:162 > opcode: mov m,d
++    3482:00001101 10011010: 00101100 : 2C:054 > opcode: inr l
++    3483:00001101 10011011: 00110110 : 36:066 > opcode: mvi m,04CH
++    3484:00001101 10011100: 01001100 : 4C:114 > immediate:  04CH : 76
++    3485:00001101 10011101: 11001101 : CD:315 > opcode: call ASPH
++    3486:00001101 10011110: 10110001 : B1:261 > lb: 177
++    3487:00001101 10011111: 00001101 : 0D:015 > hb: 13
++    3488:00001101 10100000: 00101110 : 2E:056 > opcode: mvi l,02AH
++    3489:00001101 10100001: 00101010 : 2A:052 > immediate:  02AH : 42
++    3490:00001101 10100010: 00110110 : 36:066 > opcode: mvi m,04DH
++    3491:00001101 10100011: 01001101 : 4D:115 > immediate:  04DH : 77
++    3492:00001101 10100100: 11001101 : CD:315 > opcode: call ASPH
++    3493:00001101 10100101: 10110001 : B1:261 > lb: 177
++    3494:00001101 10100110: 00001101 : 0D:015 > hb: 13
++    3495:00001101 10100111: 00101110 : 2E:056 > opcode: mvi l,02AH
++    3496:00001101 10101000: 00101010 : 2A:052 > immediate:  02AH : 42
++    3497:00001101 10101001: 00110110 : 36:066 > opcode: mvi m,04EH
++    3498:00001101 10101010: 01001110 : 4E:116 > immediate:  04EH : 78
++    3499:00001101 10101011: 11001101 : CD:315 > opcode: call ASPH
++    3500:00001101 10101100: 10110001 : B1:261 > lb: 177
++    3501:00001101 10101101: 00001101 : 0D:015 > hb: 13
++    3502:00001101 10101110: 11000011 : C3:303 > opcode: jmp CMND
++    3503:00001101 10101111: 00001110 : 0E:016 > lb: 14
++    3504:00001101 10110000: 00001011 : 0B:013 > hb: 11
++    3505:00001101 10110001: 01101110 : 6E:156 > opcode: mov l,m
++    3506:00001101 10110010: 01111110 : 7E:176 > opcode: mov a,m
++    3507:00001101 10110011: 10100111 : A7:247 > opcode: ana a
++    3508:00001101 10110100: 11111000 : F8:370 > opcode: rm
++    3509:00001101 10110101: 00010001 : 11:021 > opcode: lxi d,MSGSEC
++    3510:00001101 10110110: 01100101 : 65:145 > lb: 101
++    3511:00001101 10110111: 00000100 : 04:004 > hb: 4
++    3512:00001101 10111000: 11001101 : CD:315 > opcode: call TWO
++    3513:00001101 10111001: 01011011 : 5B:133 > lb: 91
++    3514:00001101 10111010: 00000110 : 06:006 > hb: 6
++    3515:00001101 10111011: 00101110 : 2E:056 > opcode: mvi l,04EH
++    3516:00001101 10111100: 01001110 : 4E:116 > immediate:  04EH : 78
++    3517:00001101 10111101: 11001101 : CD:315 > opcode: call CMSG
++    3518:00001101 10111110: 00000111 : 07:007 > lb: 7
++    3519:00001101 10111111: 00001000 : 08:010 > hb: 8
++    3520:00001101 11000000: 00101110 : 2E:056 > opcode: mvi l,043H
++    3521:00001101 11000001: 01000011 : 43:103 > immediate:  043H : 67
++    3522:00001101 11000010: 11001101 : CD:315 > opcode: call SPRC
++    3523:00001101 11000011: 10010111 : 97:227 > lb: 151
++    3524:00001101 11000100: 00001001 : 09:011 > hb: 9
++    3525:00001101 11000101: 01101011 : 6B:153 > opcode: mov l,e
++    3526:00001101 11000110: 01100010 : 62:142 > opcode: mov h,d
++    3527:00001101 11000111: 01011001 : 59:131 > opcode: mov e,c
++    3528:00001101 11001000: 01010000 : 50:120 > opcode: mov d,b
++    3529:00001101 11001001: 11001101 : CD:315 > opcode: call SPRC
++    3530:00001101 11001010: 10010111 : 97:227 > lb: 151
++    3531:00001101 11001011: 00001001 : 09:011 > hb: 9
++    3532:00001101 11001100: 01111000 : 78:170 > opcode: mov a,b
++    3533:00001101 11001101: 10010010 : 92:222 > opcode: sub d
++    3534:00001101 11001110: 11110010 : F2:362 > opcode: jp PH2
++    3535:00001101 11001111: 11010101 : D5:325 > lb: 213
++    3536:00001101 11010000: 00001101 : 0D:015 > hb: 13
++    3537:00001101 11010001: 11101110 : EE:356 > opcode: xri 0FFH
++    3538:00001101 11010010: 11111111 : FF:377 > immediate:  0FFH : 255
++    3539:00001101 11010011: 11000110 : C6:306 > opcode: adi 001
++    3540:00001101 11010100: 00000001 : 01:001 > immediate:  001 : 001
++    3541:00001101 11010101: 01000111 : 47:107 > opcode: mov b,a
++    3542:00001101 11010110: 01111001 : 79:171 > opcode: mov a,c
++    3543:00001101 11010111: 10010011 : 93:223 > opcode: sub e
++    3544:00001101 11011000: 11110010 : F2:362 > opcode: jp PH3
++    3545:00001101 11011001: 11011111 : DF:337 > lb: 223
++    3546:00001101 11011010: 00001101 : 0D:015 > hb: 13
++    3547:00001101 11011011: 11101110 : EE:356 > opcode: xri 0FFH
++    3548:00001101 11011100: 11111111 : FF:377 > immediate:  0FFH : 255
++    3549:00001101 11011101: 11000110 : C6:306 > opcode: adi 001
++    3550:00001101 11011110: 00000001 : 01:001 > immediate:  001 : 001
++    3551:00001101 11011111: 10000000 : 80:200 > opcode: add b
++    3552:00001101 11100000: 00001111 : 0F:017 > opcode: rrc
++    3553:00001101 11100001: 00001111 : 0F:017 > opcode: rrc
++    3554:00001101 11100010: 11100110 : E6:346 > opcode: ani 003
++    3555:00001101 11100011: 00000011 : 03:003 > immediate:  003 : 003
++    3556:00001101 11100100: 01000111 : 47:107 > opcode: mov b,a
++    3557:00001101 11100101: 01001101 : 4D:115 > opcode: mov c,l
++    3558:00001101 11100110: 00101110 : 2E:056 > opcode: mvi l,028H
++    3559:00001101 11100111: 00101000 : 28:050 > immediate:  028H : 40
++    3560:00001101 11101000: 01011110 : 5E:136 > opcode: mov e,m
++    3561:00001101 11101001: 00101100 : 2C:054 > opcode: inr l
++    3562:00001101 11101010: 01010110 : 56:126 > opcode: mov d,m
++    3563:00001101 11101011: 00000101 : 05:005 > opcode: dcr b
++    3564:00001101 11101100: 00000100 : 04:004 > opcode: inr b
++    3565:00001101 11101101: 11000100 : C4:304 > opcode: cnz DVD
++    3566:00001101 11101110: 11100110 : E6:346 > lb: 230
++    3567:00001101 11101111: 00001000 : 08:010 > hb: 8
++    3568:00001101 11110000: 01111001 : 79:171 > opcode: mov a,c
++    3569:00001101 11110001: 11100110 : E6:346 > opcode: ani 003
++    3570:00001101 11110010: 00000011 : 03:003 > immediate:  003 : 003
++    3571:00001101 11110011: 00000111 : 07:007 > opcode: rlc
++    3572:00001101 11110100: 11000110 : C6:306 > opcode: adi 053H
++    3573:00001101 11110101: 01010011 : 53:123 > immediate:  053H : 83
++    3574:00001101 11110110: 00101110 : 2E:056 > opcode: mvi l,02BH
++    3575:00001101 11110111: 00101011 : 2B:053 > immediate:  02BH : 43
++    3576:00001101 11111000: 01110111 : 77:167 > opcode: mov m,a
++    3577:00001101 11111001: 01101111 : 6F:157 > opcode: mov l,a
++    3578:00001101 11111010: 11001101 : CD:315 > opcode: call FM1
++    3579:00001101 11111011: 01110101 : 75:165 > lb: 117
++    3580:00001101 11111100: 00001001 : 09:011 > hb: 9
++    3581:00001101 11111101: 11111010 : FA:372 > opcode: jm DSTR
++    3582:00001101 11111110: 00101100 : 2C:054 > lb: 44
++    3583:00001101 11111111: 00001110 : 0E:016 > hb: 14
++    3584:00001110 00000000: 11000010 : C2:302 > opcode: jnz ALOS
++    3585:00001110 00000001: 00001010 : 0A:012 > lb: 10
++    3586:00001110 00000010: 00001110 : 0E:016 > hb: 14
++    3587:00001110 00000011: 00101101 : 2D:055 > opcode: dcr l
++    3588:00001110 00000100: 01111110 : 7E:176 > opcode: mov a,m
++    3589:00001110 00000101: 00101100 : 2C:054 > opcode: inr l
++    3590:00001110 00000110: 10100111 : A7:247 > opcode: ana a
++    3591:00001110 00000111: 11001010 : CA:312 > opcode: jz DSTR
++    3592:00001110 00001000: 00101100 : 2C:054 > lb: 44
++    3593:00001110 00001001: 00001110 : 0E:016 > hb: 14
++    3594:00001110 00001010: 00101101 : 2D:055 > opcode: dcr l
++    3595:00001110 00001011: 00000110 : 06:006 > opcode: mvi b,2
++    3596:00001110 00001100: 00000010 : 02:002 > immediate:  2 : 2
++    3597:00001110 00001101: 11001101 : CD:315 > opcode: call BINDEC
++    3598:00001110 00001110: 01001011 : 4B:113 > lb: 75
++    3599:00001110 00001111: 00000101 : 05:005 > hb: 5
++    3600:00001110 00010000: 00010001 : 11:021 > opcode: lxi d,MSGDEY
++    3601:00001110 00010001: 01110111 : 77:167 > lb: 119
++    3602:00001110 00010010: 00000100 : 04:004 > hb: 4
++    3603:00001110 00010011: 00000110 : 06:006 > opcode: mvi b,4
++    3604:00001110 00010100: 00000100 : 04:004 > immediate:  4 : 4
++    3605:00001110 00010101: 11001101 : CD:315 > opcode: call DIGPRT
++    3606:00001110 00010110: 00111110 : 3E:076 > lb: 62
++    3607:00001110 00010111: 00000101 : 05:005 > hb: 5
++    3608:00001110 00011000: 00100001 : 21:041 > opcode: lxi h,MSGEGY
++    3609:00001110 00011001: 01101011 : 6B:153 > lb: 107
++    3610:00001110 00011010: 00000100 : 04:004 > hb: 4
++    3611:00001110 00011011: 11001101 : CD:315 > opcode: call CMSG
++    3612:00001110 00011100: 00000111 : 07:007 > lb: 7
++    3613:00001110 00011101: 00001000 : 08:010 > hb: 8
++    3614:00001110 00011110: 00101110 : 2E:056 > opcode: mvi l,02BH
++    3615:00001110 00011111: 00101011 : 2B:053 > immediate:  02BH : 43
++    3616:00001110 00100000: 01101110 : 6E:156 > opcode: mov l,m
++    3617:00001110 00100001: 01011110 : 5E:136 > opcode: mov e,m
++    3618:00001110 00100010: 00101100 : 2C:054 > opcode: inr l
++    3619:00001110 00100011: 01010110 : 56:126 > opcode: mov d,m
++    3620:00001110 00100100: 00000110 : 06:006 > opcode: mvi b,2
++    3621:00001110 00100101: 00000010 : 02:002 > immediate:  2 : 2
++    3622:00001110 00100110: 11001101 : CD:315 > opcode: call DVD
++    3623:00001110 00100111: 11100110 : E6:346 > lb: 230
++    3624:00001110 00101000: 00001000 : 08:010 > hb: 8
++    3625:00001110 00101001: 11000011 : C3:303 > opcode: jmp ELOS
++    3626:00001110 00101010: 10000011 : 83:203 > lb: 131
++    3627:00001110 00101011: 00000111 : 07:007 > hb: 7
++    3628:00001110 00101100: 00100001 : 21:041 > opcode: lxi h,MSGDES
++    3629:00001110 00101101: 11001010 : CA:312 > lb: 202
++    3630:00001110 00101110: 00000011 : 03:003 > hb: 3
++    3631:00001110 00101111: 11001101 : CD:315 > opcode: call CMSG
++    3632:00001110 00110000: 00000111 : 07:007 > lb: 7
++    3633:00001110 00110001: 00001000 : 08:010 > hb: 8
++    3634:00001110 00110010: 00101110 : 2E:056 > opcode: mvi l,02AH
++    3635:00001110 00110011: 00101010 : 2A:052 > immediate:  02AH : 42
++    3636:00001110 00110100: 01101110 : 6E:156 > opcode: mov l,m
++    3637:00001110 00110101: 11000011 : C3:303 > opcode: jmp DLET
++    3638:00001110 00110110: 11101010 : EA:352 > lb: 234
++    3639:00001110 00110111: 00000111 : 07:007 > hb: 7
++    3640:00001110 00111000: 00100001 : 21:041 > opcode: lxi h,MSGGDY
++    3641:00001110 00111001: 00100010 : 22:042 > lb: 34
++    3642:00001110 00111010: 00000100 : 04:004 > hb: 4
++    3643:00001110 00111011: 11001101 : CD:315 > opcode: call MSG
++    3644:00001110 00111100: 00000000 : 00:000 > lb: 0
++    3645:00001110 00111101: 00000101 : 05:005 > hb: 5
++    3646:00001110 00111110: 00100110 : 26:046 > opcode: mvi h,031H
++    3647:00001110 00111111: 00110001 : 31:061 > immediate:  031H : 49
++    3648:00001110 01000000: 11001101 : CD:315 > opcode: call NT1
++    3649:00001110 01000001: 01111010 : 7A:172 > lb: 122
++    3650:00001110 01000010: 00000110 : 06:006 > hb: 6
++    3651:00001110 01000011: 00101110 : 2E:056 > opcode: mvi l,0C0H
++    3652:00001110 01000100: 11000000 : C0:300 > immediate:  0C0H : 192
++    3653:00001110 01000101: 01010100 : 54:124 > opcode: mov d,h
++    3654:00001110 01000110: 00011110 : 1E:036 > opcode: mvi e,084H
++    3655:00001110 01000111: 10000100 : 84:204 > immediate:  084H : 132
++    3656:00001110 01001000: 01111110 : 7E:176 > opcode: mov a,m
++    3657:00001110 01001001: 11101011 : EB:353 > opcode: xchg
