+ Print Program Bytes and description.
++ Address:16-bit bytes       databyte :hex:oct > description
++    4211:00010000 01110011: 00010000 : 10:020 > hb: 16
++    4212:00010000 01110100: 11001001 : C9:311 > opcode: ret
++    4213:00010000 01110101: 00001101 : 0D:015 > dbbyte: 13
++    4214:00010000 01110110: 00001010 : 0A:012 > dbbyte: 10
++    4215:00010000 01110111: 00110000 : 30:060 > databyte:  : 0 : 48
++    4216:00010000 01111000: 00101110 : 2E:056 > databyte:  : . : 46
++    4217:00010000 01111001: 00100000 : 20:040 > databyte:  :   : 32
++    4218:00010000 01111010: 01010011 : 53:123 > databyte:  : S : 83
++    4219:00010000 01111011: 01100101 : 65:145 > databyte:  : e : 101
++    4220:00010000 01111100: 01110100 : 74:164 > databyte:  : t : 116
++    4221:00010000 01111101: 00100000 : 20:040 > databyte:  :   : 32
++    4222:00010000 01111110: 01011000 : 58:130 > databyte:  : X : 88
++    4223:00010000 01111111: 00101101 : 2D:055 > databyte:  : - : 45
++    4224:00010000 10000000: 01110111 : 77:167 > databyte:  : w : 119
++    4225:00010000 10000001: 01101001 : 69:151 > databyte:  : i : 105
++    4226:00010000 10000010: 01101110 : 6E:156 > databyte:  : n : 110
++    4227:00010000 10000011: 01100111 : 67:147 > databyte:  : g : 103
++    4228:00010000 10000100: 00100000 : 20:040 > databyte:  :   : 32
++    4229:00010000 10000101: 01100011 : 63:143 > databyte:  : c : 99
++    4230:00010000 10000110: 01101111 : 6F:157 > databyte:  : o : 111
++    4231:00010000 10000111: 01110101 : 75:165 > databyte:  : u : 117
++    4232:00010000 10001000: 01110010 : 72:162 > databyte:  : r : 114
++    4233:00010000 10001001: 01110011 : 73:163 > databyte:  : s : 115
++    4234:00010000 10001010: 01100101 : 65:145 > databyte:  : e : 101
++    4235:00010000 10001011: 00100000 : 20:040 > databyte:  :   : 32
++    4236:00010000 10001100: 01110011 : 73:163 > databyte:  : s : 115
++    4237:00010000 10001101: 01100101 : 65:145 > databyte:  : e : 101
++    4238:00010000 10001110: 01110100 : 74:164 > databyte:  : t : 116
++    4239:00010000 10001111: 01110100 : 74:164 > databyte:  : t : 116
++    4240:00010000 10010000: 01101001 : 69:151 > databyte:  : i : 105
++    4241:00010000 10010001: 01101110 : 6E:156 > databyte:  : n : 110
++    4242:00010000 10010010: 01100111 : 67:147 > databyte:  : g : 103
++    4243:00010000 10010011: 00101100 : 2C:054 > databyte:  : , : 44
++    4244:00010000 10010100: 00100000 : 20:040 > databyte:  :   : 32
++    4245:00010000 10010101: 01100001 : 61:141 > databyte:  : a : 97
++    4246:00010000 10010110: 01101110 : 6E:156 > databyte:  : n : 110
++    4247:00010000 10010111: 01100100 : 64:144 > databyte:  : d : 100
++    4248:00010000 10011000: 00100000 : 20:040 > databyte:  :   : 32
++    4249:00010000 10011001: 01000110 : 46:106 > databyte:  : F : 70
++    4250:00010000 10011010: 01101100 : 6C:154 > databyte:  : l : 108
++    4251:00010000 10011011: 01111001 : 79:171 > databyte:  : y : 121
++    4252:00010000 10011100: 00001101 : 0D:015 > dbbyte: 13
++    4253:00010000 10011101: 00001010 : 0A:012 > dbbyte: 10
++    4254:00010000 10011110: 00110001 : 31:061 > databyte:  : 1 : 49
++    4255:00010000 10011111: 00101110 : 2E:056 > databyte:  : . : 46
++    4256:00010000 10100000: 00100000 : 20:040 > databyte:  :   : 32
++    4257:00010000 10100001: 01010011 : 53:123 > databyte:  : S : 83
++    4258:00010000 10100010: 01100101 : 65:145 > databyte:  : e : 101
++    4259:00010000 10100011: 01100011 : 63:143 > databyte:  : c : 99
++    4260:00010000 10100100: 01110100 : 74:164 > databyte:  : t : 116
++    4261:00010000 10100101: 01101111 : 6F:157 > databyte:  : o : 111
++    4262:00010000 10100110: 01110010 : 72:162 > databyte:  : r : 114
++    4263:00010000 10100111: 00100000 : 20:040 > databyte:  :   : 32
++    4264:00010000 10101000: 01110010 : 72:162 > databyte:  : r : 114
++    4265:00010000 10101001: 01100001 : 61:141 > databyte:  : a : 97
++    4266:00010000 10101010: 01101110 : 6E:156 > databyte:  : n : 110
++    4267:00010000 10101011: 01100111 : 67:147 > databyte:  : g : 103
++    4268:00010000 10101100: 01100101 : 65:145 > databyte:  : e : 101
++    4269:00010000 10101101: 00100000 : 20:040 > databyte:  :   : 32
++    4270:00010000 10101110: 01110011 : 73:163 > databyte:  : s : 115
++    4271:00010000 10101111: 01100011 : 63:143 > databyte:  : c : 99
++    4272:00010000 10110000: 01100001 : 61:141 > databyte:  : a : 97
++    4273:00010000 10110001: 01101110 : 6E:156 > databyte:  : n : 110
++    4274:00010000 10110010: 01101110 : 6E:156 > databyte:  : n : 110
++    4275:00010000 10110011: 01100101 : 65:145 > databyte:  : e : 101
++    4276:00010000 10110100: 01110010 : 72:162 > databyte:  : r : 114
++    4277:00010000 10110101: 00001101 : 0D:015 > dbbyte: 13
++    4278:00010000 10110110: 00001010 : 0A:012 > dbbyte: 10
++    4279:00010000 10110111: 00110010 : 32:062 > databyte:  : 2 : 50
++    4280:00010000 10111000: 00101110 : 2E:056 > databyte:  : . : 46
++    4281:00010000 10111001: 00100000 : 20:040 > databyte:  :   : 32
++    4282:00010000 10111010: 01010011 : 53:123 > databyte:  : S : 83
++    4283:00010000 10111011: 01100101 : 65:145 > databyte:  : e : 101
++    4284:00010000 10111100: 01100011 : 63:143 > databyte:  : c : 99
++    4285:00010000 10111101: 01110100 : 74:164 > databyte:  : t : 116
++    4286:00010000 10111110: 01101111 : 6F:157 > databyte:  : o : 111
++    4287:00010000 10111111: 01110010 : 72:162 > databyte:  : r : 114
++    4288:00010000 11000000: 00100000 : 20:040 > databyte:  :   : 32
++    4289:00010000 11000001: 01110111 : 77:167 > databyte:  : w : 119
++    4290:00010000 11000010: 01101001 : 69:151 > databyte:  : i : 105
++    4291:00010000 11000011: 01100100 : 64:144 > databyte:  : d : 100
++    4292:00010000 11000100: 01100101 : 65:145 > databyte:  : e : 101
++    4293:00010000 11000101: 00100000 : 20:040 > databyte:  :   : 32
++    4294:00010000 11000110: 01100001 : 61:141 > databyte:  : a : 97
++    4295:00010000 11000111: 01110010 : 72:162 > databyte:  : r : 114
++    4296:00010000 11001000: 01100101 : 65:145 > databyte:  : e : 101
++    4297:00010000 11001001: 01100001 : 61:141 > databyte:  : a : 97
++    4298:00010000 11001010: 00100000 : 20:040 > databyte:  :   : 32
++    4299:00010000 11001011: 01110011 : 73:163 > databyte:  : s : 115
++    4300:00010000 11001100: 01100011 : 63:143 > databyte:  : c : 99
++    4301:00010000 11001101: 01100001 : 61:141 > databyte:  : a : 97
++    4302:00010000 11001110: 01101110 : 6E:156 > databyte:  : n : 110
++    4303:00010000 11001111: 01101110 : 6E:156 > databyte:  : n : 110
++    4304:00010000 11010000: 01100101 : 65:145 > databyte:  : e : 101
++    4305:00010000 11010001: 01110010 : 72:162 > databyte:  : r : 114
++    4306:00010000 11010010: 00001101 : 0D:015 > dbbyte: 13
++    4307:00010000 11010011: 00001010 : 0A:012 > dbbyte: 10
++    4308:00010000 11010100: 00110011 : 33:063 > databyte:  : 3 : 51
++    4309:00010000 11010101: 00101110 : 2E:056 > databyte:  : . : 46
++    4310:00010000 11010110: 00100000 : 20:040 > databyte:  :   : 32
++    4311:00010000 11010111: 01010010 : 52:122 > databyte:  : R : 82
++    4312:00010000 11011000: 01100101 : 65:145 > databyte:  : e : 101
++    4313:00010000 11011001: 01100111 : 67:147 > databyte:  : g : 103
++    4314:00010000 11011010: 01101001 : 69:151 > databyte:  : i : 105
++    4315:00010000 11011011: 01101111 : 6F:157 > databyte:  : o : 111
++    4316:00010000 11011100: 01101110 : 6E:156 > databyte:  : n : 110
++    4317:00010000 11011101: 01100001 : 61:141 > databyte:  : a : 97
++    4318:00010000 11011110: 01101100 : 6C:154 > databyte:  : l : 108
++    4319:00010000 11011111: 00100000 : 20:040 > databyte:  :   : 32
++    4320:00010000 11100000: 01110011 : 73:163 > databyte:  : s : 115
++    4321:00010000 11100001: 01100101 : 65:145 > databyte:  : e : 101
++    4322:00010000 11100010: 01100011 : 63:143 > databyte:  : c : 99
++    4323:00010000 11100011: 01110100 : 74:164 > databyte:  : t : 116
++    4324:00010000 11100100: 01101111 : 6F:157 > databyte:  : o : 111
++    4325:00010000 11100101: 01110010 : 72:162 > databyte:  : r : 114
++    4326:00010000 11100110: 00100000 : 20:040 > databyte:  :   : 32
++    4327:00010000 11100111: 01100100 : 64:144 > databyte:  : d : 100
++    4328:00010000 11101000: 01101001 : 69:151 > databyte:  : i : 105
++    4329:00010000 11101001: 01110011 : 73:163 > databyte:  : s : 115
++    4330:00010000 11101010: 01110000 : 70:160 > databyte:  : p : 112
++    4331:00010000 11101011: 01101100 : 6C:154 > databyte:  : l : 108
++    4332:00010000 11101100: 01100001 : 61:141 > databyte:  : a : 97
++    4333:00010000 11101101: 01111001 : 79:171 > databyte:  : y : 121
++    4334:00010000 11101110: 00001101 : 0D:015 > dbbyte: 13
++    4335:00010000 11101111: 00001010 : 0A:012 > dbbyte: 10
++    4336:00010000 11110000: 00110100 : 34:064 > databyte:  : 4 : 52
++    4337:00010000 11110001: 00101110 : 2E:056 > databyte:  : . : 46
++    4338:00010000 11110010: 00100000 : 20:040 > databyte:  :   : 32
++    4339:00010000 11110011: 01010011 : 53:123 > databyte:  : S : 83
++    4340:00010000 11110100: 01101000 : 68:150 > databyte:  : h : 104
++    4341:00010000 11110101: 01101001 : 69:151 > databyte:  : i : 105
++    4342:00010000 11110110: 01100101 : 65:145 > databyte:  : e : 101
++    4343:00010000 11110111: 01101100 : 6C:154 > databyte:  : l : 108
++    4344:00010000 11111000: 01100100 : 64:144 > databyte:  : d : 100
++    4345:00010000 11111001: 01110011 : 73:163 > databyte:  : s : 115
++    4346:00010000 11111010: 00001101 : 0D:015 > dbbyte: 13
++    4347:00010000 11111011: 00001010 : 0A:012 > dbbyte: 10
++    4348:00010000 11111100: 00110101 : 35:065 > databyte:  : 5 : 53
++    4349:00010000 11111101: 00101110 : 2E:056 > databyte:  : . : 46
++    4350:00010000 11111110: 00100000 : 20:040 > databyte:  :   : 32
++    4351:00010000 11111111: 01001100 : 4C:114 > databyte:  : L : 76
++    4352:00010001 00000000: 01100001 : 61:141 > databyte:  : a : 97
++    4353:00010001 00000001: 01110011 : 73:163 > databyte:  : s : 115
++    4354:00010001 00000010: 01100101 : 65:145 > databyte:  : e : 101
++    4355:00010001 00000011: 01110010 : 72:162 > databyte:  : r : 114
++    4356:00010001 00000100: 00100000 : 20:040 > databyte:  :   : 32
++    4357:00010001 00000101: 01100011 : 63:143 > databyte:  : c : 99
++    4358:00010001 00000110: 01100001 : 61:141 > databyte:  : a : 97
++    4359:00010001 00000111: 01101110 : 6E:156 > databyte:  : n : 110
++    4360:00010001 00001000: 01101110 : 6E:156 > databyte:  : n : 110
++    4361:00010001 00001001: 01101111 : 6F:157 > databyte:  : o : 111
++    4362:00010001 00001010: 01101110 : 6E:156 > databyte:  : n : 110
++    4363:00010001 00001011: 01110011 : 73:163 > databyte:  : s : 115
++    4364:00010001 00001100: 00001101 : 0D:015 > dbbyte: 13
++    4365:00010001 00001101: 00001010 : 0A:012 > dbbyte: 10
++    4366:00010001 00001110: 00110110 : 36:066 > databyte:  : 6 : 54
++    4367:00010001 00001111: 00101110 : 2E:056 > databyte:  : . : 46
++    4368:00010001 00010000: 00100000 : 20:040 > databyte:  :   : 32
++    4369:00010001 00010001: 01010000 : 50:120 > databyte:  : P : 80
++    4370:00010001 00010010: 01110010 : 72:162 > databyte:  : r : 114
++    4371:00010001 00010011: 01101111 : 6F:157 > databyte:  : o : 111
++    4372:00010001 00010100: 01110100 : 74:164 > databyte:  : t : 116
++    4373:00010001 00010101: 01101111 : 6F:157 > databyte:  : o : 111
++    4374:00010001 00010110: 01101110 : 6E:156 > databyte:  : n : 110
++    4375:00010001 00010111: 00100000 : 20:040 > databyte:  :   : 32
++    4376:00010001 00011000: 01110100 : 74:164 > databyte:  : t : 116
++    4377:00010001 00011001: 01101111 : 6F:157 > databyte:  : o : 111
++    4378:00010001 00011010: 01110010 : 72:162 > databyte:  : r : 114
++    4379:00010001 00011011: 01110000 : 70:160 > databyte:  : p : 112
++    4380:00010001 00011100: 01100101 : 65:145 > databyte:  : e : 101
++    4381:00010001 00011101: 01100100 : 64:144 > databyte:  : d : 100
++    4382:00010001 00011110: 01101111 : 6F:157 > databyte:  : o : 111
++    4383:00010001 00011111: 01100101 : 65:145 > databyte:  : e : 101
++    4384:00010001 00100000: 01110011 : 73:163 > databyte:  : s : 115
++    4385:00010001 00100001: 00001101 : 0D:015 > dbbyte: 13
++    4386:00010001 00100010: 00001010 : 0A:012 > dbbyte: 10
++    4387:00010001 00100011: 01100111 : 67:147 > databyte:  : g : 103
++    4388:00010001 00100100: 00101110 : 2E:056 > databyte:  : . : 46
++    4389:00010001 00100101: 00100000 : 20:040 > databyte:  :   : 32
++    4390:00010001 00100110: 01000111 : 47:107 > databyte:  : G : 71
++    4391:00010001 00100111: 01100001 : 61:141 > databyte:  : a : 97
++    4392:00010001 00101000: 01101101 : 6D:155 > databyte:  : m : 109
++    4393:00010001 00101001: 01100101 : 65:145 > databyte:  : e : 101
++    4394:00010001 00101010: 00100000 : 20:040 > databyte:  :   : 32
++    4395:00010001 00101011: 01110011 : 73:163 > databyte:  : s : 115
++    4396:00010001 00101100: 01110100 : 74:164 > databyte:  : t : 116
++    4397:00010001 00101101: 01100001 : 61:141 > databyte:  : a : 97
++    4398:00010001 00101110: 01110100 : 74:164 > databyte:  : t : 116
++    4399:00010001 00101111: 01110011 : 73:163 > databyte:  : s : 115
++    4400:00010001 00110000: 00001101 : 0D:015 > dbbyte: 13
++    4401:00010001 00110001: 00001010 : 0A:012 > dbbyte: 10
++    4402:00010001 00110010: 01100100 : 64:144 > databyte:  : d : 100
++    4403:00010001 00110011: 00101110 : 2E:056 > databyte:  : . : 46
++    4404:00010001 00110100: 00100000 : 20:040 > databyte:  :   : 32
++    4405:00010001 00110101: 01000100 : 44:104 > databyte:  : D : 68
++    4406:00010001 00110110: 01101001 : 69:151 > databyte:  : i : 105
++    4407:00010001 00110111: 01110010 : 72:162 > databyte:  : r : 114
++    4408:00010001 00111000: 01100101 : 65:145 > databyte:  : e : 101
++    4409:00010001 00111001: 01100011 : 63:143 > databyte:  : c : 99
++    4410:00010001 00111010: 01110100 : 74:164 > databyte:  : t : 116
++    4411:00010001 00111011: 01101001 : 69:151 > databyte:  : i : 105
++    4412:00010001 00111100: 01101111 : 6F:157 > databyte:  : o : 111
++    4413:00010001 00111101: 01101110 : 6E:156 > databyte:  : n : 110
++    4414:00010001 00111110: 01110011 : 73:163 > databyte:  : s : 115
++    4415:00010001 00111111: 00100000 : 20:040 > databyte:  :   : 32
++    4416:00010001 01000000: 01101011 : 6B:153 > databyte:  : k : 107
++    4417:00010001 01000001: 01100101 : 65:145 > databyte:  : e : 101
++    4418:00010001 01000010: 01111001 : 79:171 > databyte:  : y : 121
++    4419:00010001 01000011: 00001101 : 0D:015 > dbbyte: 13
++    4420:00010001 01000100: 00001010 : 0A:012 > dbbyte: 10
++    4421:00010001 01000101: 01011000 : 58:130 > databyte:  : X : 88
++    4422:00010001 01000110: 00101111 : 2F:057 > databyte:  : / : 47
++    4423:00010001 01000111: 01111000 : 78:170 > databyte:  : x : 120
++    4424:00010001 01001000: 00101110 : 2E:056 > databyte:  : . : 46
++    4425:00010001 01001001: 00100000 : 20:040 > databyte:  :   : 32
++    4426:00010001 01001010: 01000101 : 45:105 > databyte:  : E : 69
++    4427:00010001 01001011: 01111000 : 78:170 > databyte:  : x : 120
++    4428:00010001 01001100: 01101001 : 69:151 > databyte:  : i : 105
++    4429:00010001 01001101: 01110100 : 74:164 > databyte:  : t : 116
++    4430:00010001 01001110: 00101100 : 2C:054 > databyte:  : , : 44
++    4431:00010001 01001111: 00100000 : 20:040 > databyte:  :   : 32
++    4432:00010001 01010000: 01100101 : 65:145 > databyte:  : e : 101
++    4433:00010001 01010001: 01111000 : 78:170 > databyte:  : x : 120
++    4434:00010001 01010010: 01101001 : 69:151 > databyte:  : i : 105
++    4435:00010001 01010011: 01110100 : 74:164 > databyte:  : t : 116
++    4436:00010001 01010100: 00100000 : 20:040 > databyte:  :   : 32
++    4437:00010001 01010101: 01100011 : 63:143 > databyte:  : c : 99
++    4438:00010001 01010110: 01101111 : 6F:157 > databyte:  : o : 111
++    4439:00010001 01010111: 01101101 : 6D:155 > databyte:  : m : 109
++    4440:00010001 01011000: 01101101 : 6D:155 > databyte:  : m : 109
++    4441:00010001 01011001: 01100001 : 61:141 > databyte:  : a : 97
++    4442:00010001 01011010: 01101110 : 6E:156 > databyte:  : n : 110
++    4443:00010001 01011011: 01100100 : 64:144 > databyte:  : d : 100
++    4444:00010001 01011100: 00100000 : 20:040 > databyte:  :   : 32
++    4445:00010001 01011101: 01101111 : 6F:157 > databyte:  : o : 111
++    4446:00010001 01011110: 01110000 : 70:160 > databyte:  : p : 112
++    4447:00010001 01011111: 01110100 : 74:164 > databyte:  : t : 116
++    4448:00010001 01100000: 01101001 : 69:151 > databyte:  : i : 105
++    4449:00010001 01100001: 01101111 : 6F:157 > databyte:  : o : 111
++    4450:00010001 01100010: 01101110 : 6E:156 > databyte:  : n : 110
++    4451:00010001 01100011: 00100000 : 20:040 > databyte:  :   : 32
++    4452:00010001 01100100: 01101111 : 6F:157 > databyte:  : o : 111
++    4453:00010001 01100101: 01110010 : 72:162 > databyte:  : r : 114
++    4454:00010001 01100110: 00100000 : 20:040 > databyte:  :   : 32
++    4455:00010001 01100111: 01100101 : 65:145 > databyte:  : e : 101
++    4456:00010001 01101000: 01101110 : 6E:156 > databyte:  : n : 110
++    4457:00010001 01101001: 01100100 : 64:144 > databyte:  : d : 100
++    4458:00010001 01101010: 00100000 : 20:040 > databyte:  :   : 32
++    4459:00010001 01101011: 01100111 : 67:147 > databyte:  : g : 103
++    4460:00010001 01101100: 01100001 : 61:141 > databyte:  : a : 97
++    4461:00010001 01101101: 01101101 : 6D:155 > databyte:  : m : 109
++    4462:00010001 01101110: 01100101 : 65:145 > databyte:  : e : 101
++    4463:00010001 01101111: 00000000 : 00:000 > dbbyte: 0
++    4464:00010001 01110000: 00001101 : 0D:015 > dbbyte: 13
++    4465:00010001 01110001: 00001010 : 0A:012 > dbbyte: 10
++    4466:00010001 01110010: 01000100 : 44:104 > databyte:  : D : 68
++    4467:00010001 01110011: 01101001 : 69:151 > databyte:  : i : 105
++    4468:00010001 01110100: 01110010 : 72:162 > databyte:  : r : 114
++    4469:00010001 01110101: 01100101 : 65:145 > databyte:  : e : 101
++    4470:00010001 01110110: 01100011 : 63:143 > databyte:  : c : 99
++    4471:00010001 01110111: 01110100 : 74:164 > databyte:  : t : 116
++    4472:00010001 01111000: 01101001 : 69:151 > databyte:  : i : 105
++    4473:00010001 01111001: 01101111 : 6F:157 > databyte:  : o : 111
++    4474:00010001 01111010: 01101110 : 6E:156 > databyte:  : n : 110
++    4475:00010001 01111011: 01110011 : 73:163 > databyte:  : s : 115
++    4476:00010001 01111100: 00001101 : 0D:015 > dbbyte: 13
++    4477:00010001 01111101: 00001010 : 0A:012 > dbbyte: 10
++    4478:00010001 01111110: 00100000 : 20:040 > databyte:  :   : 32
++    4479:00010001 01111111: 00100000 : 20:040 > databyte:  :   : 32
++    4480:00010001 10000000: 00100000 : 20:040 > databyte:  :   : 32
++    4481:00010001 10000001: 00100000 : 20:040 > databyte:  :   : 32
++    4482:00010001 10000010: 00110011 : 33:063 > databyte:  : 3 : 51
++    4483:00010001 10000011: 00001101 : 0D:015 > dbbyte: 13
++    4484:00010001 10000100: 00001010 : 0A:012 > dbbyte: 10
++    4485:00010001 10000101: 00100000 : 20:040 > databyte:  :   : 32
++    4486:00010001 10000110: 00100000 : 20:040 > databyte:  :   : 32
++    4487:00010001 10000111: 00110100 : 34:064 > databyte:  : 4 : 52
++    4488:00010001 10001000: 00100000 : 20:040 > databyte:  :   : 32
++    4489:00010001 10001001: 01111100 : 7C:174 > databyte:  : | : 124
++    4490:00010001 10001010: 00100000 : 20:040 > databyte:  :   : 32
++    4491:00010001 10001011: 00110010 : 32:062 > databyte:  : 2 : 50
++    4492:00010001 10001100: 00001101 : 0D:015 > dbbyte: 13
++    4493:00010001 10001101: 00001010 : 0A:012 > dbbyte: 10
++    4494:00010001 10001110: 00110101 : 35:065 > databyte:  : 5 : 53
++    4495:00010001 10001111: 00100000 : 20:040 > databyte:  :   : 32
++    4496:00010001 10010000: 00101101 : 2D:055 > databyte:  : - : 45
++    4497:00010001 10010001: 00100000 : 20:040 > databyte:  :   : 32
++    4498:00010001 10010010: 00101011 : 2B:053 > databyte:  : + : 43
++    4499:00010001 10010011: 00100000 : 20:040 > databyte:  :   : 32
++    4500:00010001 10010100: 00101101 : 2D:055 > databyte:  : - : 45
++    4501:00010001 10010101: 00100000 : 20:040 > databyte:  :   : 32
++    4502:00010001 10010110: 00110001 : 31:061 > databyte:  : 1 : 49
++    4503:00010001 10010111: 00001101 : 0D:015 > dbbyte: 13
++    4504:00010001 10011000: 00001010 : 0A:012 > dbbyte: 10
++    4505:00010001 10011001: 00100000 : 20:040 > databyte:  :   : 32
++    4506:00010001 10011010: 00100000 : 20:040 > databyte:  :   : 32
++    4507:00010001 10011011: 00110110 : 36:066 > databyte:  : 6 : 54
++    4508:00010001 10011100: 00100000 : 20:040 > databyte:  :   : 32
++    4509:00010001 10011101: 01111100 : 7C:174 > databyte:  : | : 124
++    4510:00010001 10011110: 00100000 : 20:040 > databyte:  :   : 32
++    4511:00010001 10011111: 00111000 : 38:070 > databyte:  : 8 : 56
++    4512:00010001 10100000: 00001101 : 0D:015 > dbbyte: 13
++    4513:00010001 10100001: 00001010 : 0A:012 > dbbyte: 10
++    4514:00010001 10100010: 00100000 : 20:040 > databyte:  :   : 32
++    4515:00010001 10100011: 00100000 : 20:040 > databyte:  :   : 32
++    4516:00010001 10100100: 00100000 : 20:040 > databyte:  :   : 32
++    4517:00010001 10100101: 00100000 : 20:040 > databyte:  :   : 32
++    4518:00010001 10100110: 00110111 : 37:067 > databyte:  : 7 : 55
++    4519:00010001 10100111: 00000000 : 00:000 > dbbyte: 0
++    4520:00010001 10101000: 00001101 : 0D:015 > databyte:  : '\r' : 13
++    4521:00010001 10101001: 00001010 : 0A:012 > databyte:  : '\n' : 10
++    4522:00010001 10101010: 00001101 : 0D:015 > databyte:  : '\r' : 13
++    4523:00010001 10101011: 00001010 : 0A:012 > databyte:  : '\n' : 10
++    4524:00010001 10101100: 01011001 : 59:131 > databyte:  : Y : 89
++    4525:00010001 10101101: 01101111 : 6F:157 > databyte:  : o : 111
++    4526:00010001 10101110: 01110101 : 75:165 > databyte:  : u : 117
++    4527:00010001 10101111: 00100000 : 20:040 > databyte:  :   : 32
++    4528:00010001 10110000: 01101101 : 6D:155 > databyte:  : m : 109
++    4529:00010001 10110001: 01110101 : 75:165 > databyte:  : u : 117
++    4530:00010001 10110010: 01110011 : 73:163 > databyte:  : s : 115
++    4531:00010001 10110011: 01110100 : 74:164 > databyte:  : t : 116
++    4532:00010001 10110100: 00100000 : 20:040 > databyte:  :   : 32
++    4533:00010001 10110101: 01100100 : 64:144 > databyte:  : d : 100
++    4534:00010001 10110110: 01100101 : 65:145 > databyte:  : e : 101
++    4535:00010001 10110111: 01110011 : 73:163 > databyte:  : s : 115
++    4536:00010001 10111000: 01110100 : 74:164 > databyte:  : t : 116
++    4537:00010001 10111001: 01110010 : 72:162 > databyte:  : r : 114
++    4538:00010001 10111010: 01101111 : 6F:157 > databyte:  : o : 111
++    4539:00010001 10111011: 01111001 : 79:171 > databyte:  : y : 121
++    4540:00010001 10111100: 00100000 : 20:040 > databyte:  :   : 32
++    4541:00010001 10111101: 00100000 : 20:040 > databyte:  :   : 32
++    4542:00010001 10111110: 00100000 : 20:040 > databyte:  :   : 32
++    4543:00010001 10111111: 00100000 : 20:040 > databyte:  :   : 32
++    4544:00010001 11000000: 01010100 : 54:124 > databyte:  : T : 84
++    4545:00010001 11000001: 01001001 : 49:111 > databyte:  : I : 73
++    4546:00010001 11000010: 01000101 : 45:105 > databyte:  : E : 69
++    4547:00010001 11000011: 00100000 : 20:040 > databyte:  :   : 32
++    4548:00010001 11000100: 01100110 : 66:146 > databyte:  : f : 102
++    4549:00010001 11000101: 01101001 : 69:151 > databyte:  : i : 105
++    4550:00010001 11000110: 01100111 : 67:147 > databyte:  : g : 103
++    4551:00010001 11000111: 01101000 : 68:150 > databyte:  : h : 104
++    4552:00010001 11001000: 01110100 : 74:164 > databyte:  : t : 116
++    4553:00010001 11001001: 01100101 : 65:145 > databyte:  : e : 101
++    4554:00010001 11001010: 01110010 : 72:162 > databyte:  : r : 114
++    4555:00010001 11001011: 01110011 : 73:163 > databyte:  : s : 115
++    4556:00010001 11001100: 00100000 : 20:040 > databyte:  :   : 32
++    4557:00010001 11001101: 01101001 : 69:151 > databyte:  : i : 105
++    4558:00010001 11001110: 01101110 : 6E:156 > databyte:  : n : 110
++    4559:00010001 11001111: 00100000 : 20:040 > databyte:  :   : 32
++    4560:00010001 11010000: 00100000 : 20:040 > databyte:  :   : 32
++    4561:00010001 11010001: 00100000 : 20:040 > databyte:  :   : 32
++    4562:00010001 11010010: 00100000 : 20:040 > databyte:  :   : 32
++    4563:00010001 11010011: 01110011 : 73:163 > databyte:  : s : 115
++    4564:00010001 11010100: 01110100 : 74:164 > databyte:  : t : 116
++    4565:00010001 11010101: 01100001 : 61:141 > databyte:  : a : 97
++    4566:00010001 11010110: 01110010 : 72:162 > databyte:  : r : 114
++    4567:00010001 11010111: 01100100 : 64:144 > databyte:  : d : 100
++    4568:00010001 11011000: 01100001 : 61:141 > databyte:  : a : 97
++    4569:00010001 11011001: 01110100 : 74:164 > databyte:  : t : 116
++    4570:00010001 11011010: 01100101 : 65:145 > databyte:  : e : 101
++    4571:00010001 11011011: 01110011 : 73:163 > databyte:  : s : 115
++    4572:00010001 11011100: 00101110 : 2E:056 > databyte:  : . : 46
++    4573:00010001 11011101: 00001101 : 0D:015 > databyte:  : '\r' : 13
++    4574:00010001 11011110: 00001010 : 0A:012 > databyte:  : '\n' : 10
++    4575:00010001 11011111: 01010011 : 53:123 > databyte:  : S : 83
++    4576:00010001 11100000: 01110101 : 75:165 > databyte:  : u : 117
++    4577:00010001 11100001: 01110000 : 70:160 > databyte:  : p : 112
++    4578:00010001 11100010: 01110000 : 70:160 > databyte:  : p : 112
++    4579:00010001 11100011: 01101100 : 6C:154 > databyte:  : l : 108
++    4580:00010001 11100100: 01101001 : 69:151 > databyte:  : i : 105
++    4581:00010001 11100101: 01100101 : 65:145 > databyte:  : e : 101
++    4582:00010001 11100110: 01110011 : 73:163 > databyte:  : s : 115
++    4583:00010001 11100111: 00100000 : 20:040 > databyte:  :   : 32
++    4584:00010001 11101000: 01100001 : 61:141 > databyte:  : a : 97
++    4585:00010001 11101001: 01110010 : 72:162 > databyte:  : r : 114
++    4586:00010001 11101010: 01100101 : 65:145 > databyte:  : e : 101
++    4587:00010001 11101011: 00100000 : 20:040 > databyte:  :   : 32
++    4588:00010001 11101100: 01100001 : 61:141 > databyte:  : a : 97
++    4589:00010001 11101101: 01110110 : 76:166 > databyte:  : v : 118
++    4590:00010001 11101110: 01100001 : 61:141 > databyte:  : a : 97
++    4591:00010001 11101111: 01101001 : 69:151 > databyte:  : i : 105
++    4592:00010001 11110000: 01101100 : 6C:154 > databyte:  : l : 108
++    4593:00010001 11110001: 01100001 : 61:141 > databyte:  : a : 97
++    4594:00010001 11110010: 01100010 : 62:142 > databyte:  : b : 98
++    4595:00010001 11110011: 01101100 : 6C:154 > databyte:  : l : 108
